python llava/eval/model_sqa3d.py --num-chunks 1 --question-file /data/SceneUnderstanding/7792397/ScanQA_format/SQA_em1-below-35_formatted_LLaVa3d.json --video-folder /data/SceneUnderstanding/ScanNet/scans/ --answers-file /data/SceneUnderstanding/SU_cursor/LLaVA-3D//experiments/SQA3D/em1_below_35/SQA_em1-below-35_formatted_LLaVa3d_pred-answers-rerun.json --chunk-idx 0 --model-path /data/SceneUnderstanding/checkpoints/LLaVA-3D-7B/
python llava/eval/sqa3d_evaluator.py --pred-json /data/SceneUnderstanding/SU_cursor/LLaVA-3D//experiments/SQA3D/em1_below_35/SQA_em1-below-35_formatted_LLaVa3d_pred-answers-rerun.json --gt-json /data/SceneUnderstanding/7792397/ScanQA_format/SQA_em1-below-35_formatted_LLaVa3d_answers.json --num-chunks 1 --chunk-idx 0 >> /data/SceneUnderstanding/SU_cursor/LLaVA-3D//experiments/SQA3D/em1_below_35/SQA_em1-below-35_formatted_LLaVa3d_output-rerun.txt
Namespace(pred_json=['/data/SceneUnderstanding/SU_cursor/LLaVA-3D//experiments/SQA3D/em1_below_35/SQA_em1-below-35_formatted_LLaVa3d_pred-answers-rerun.json'], gt_json='/data/SceneUnderstanding/7792397/ScanQA_format/SQA_em1-below-35_formatted_LLaVa3d_answers.json', num_chunks=1, chunk_idx=[0], use_enhanced_normalization=False, use_openai_evaluation=False)
Total samples: 424
pred_answer: table gt_answers: chairs
pred_answer: brown gt_answers: brown
pred_answer: yes gt_answers: yes
pred_answer: backward gt_answers: right
pred_answer: 1 gt_answers: two
pred_answer: washhandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshandshands gt_answers: onright
pred_answer: three gt_answers: two
pred_answer: yes gt_answers: forward
pred_answer: ontopofacabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinet gt_answers: oncabinet
pred_answer: chair gt_answers: chairs
pred_answer: left gt_answers: left
pred_answer: sink gt_answers: sink
pred_answer: 2 gt_answers: zero
pred_answer: blinds gt_answers: sign
pred_answer: floor gt_answers: floor
pred_answer: glass gt_answers: glass
pred_answer: shelf gt_answers: radiator
pred_answer: yes gt_answers: yes
pred_answer: chairs gt_answers: woodenchairs
pred_answer: white gt_answers: grey
pred_answer: odd gt_answers: even
pred_answer: brown gt_answers: gray
pred_answer: right gt_answers: backward
pred_answer: right gt_answers: left
pred_answer: refrigerator gt_answers: sink
pred_answer: whiteboard gt_answers: blackboard
pred_answer: radiator gt_answers: waterheater
pred_answer: 22 gt_answers: unknown
pred_answer: window gt_answers: window
pred_answer: chair gt_answers: chair
pred_answer: washingmachine gt_answers: cabinet
pred_answer: organizedinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrowsinrows gt_answers: organized
pred_answer: onthetabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletabletable gt_answers: unknown
pred_answer: counter gt_answers: kitchencounter
pred_answer: towel gt_answers: unknown
pred_answer: yes gt_answers: no
pred_answer: microwave gt_answers: microwave
pred_answer: 11 gt_answers: nine
pred_answer: 11 gt_answers: nine
pred_answer: 2 gt_answers: three
pred_answer: youcangotothetoilettoilettogotothetoilettoilettogotothetoilettoilettogotothetoilettoilettogotothetoilettoilettogotothetoilettoilettogotothetoilettoilettogotothetoilettoilettogotothetoilettoilettogotothetoilettoilettogotothetoilettoilettogotothetoilettoilettogotothetoilettoilettogotothetoilettoilettogotothetoilettoilettogotothetoilettoilettogotothetoilettoilettogotothetoilettoilettogotothetoilettoilettogotothetoilettoilettogotothetoilettoilettogotothetoilettoilettogotothetoilettoilettogotothetoilettoilettogotothetoilettoilettogotothetoilettoilettogotothetoilettoilettogotothetoilettoilettogotothetoilettoilettogotothetoilettoilettogotothetoilettoilettogotothetoilettoilettogotothetoilettoilettogotothetoilettoilettogotothetoilettoilettogotothetoilettoilettogotothetoilettoilettogotothetoilettoilettogotothetoilettoilettogotothetoilettoilettogotothetoilettoilettogotothetoilettoilettogotothetoilettoilettogotothetoilettoilettogotothetoilettoilettogotothetoilettoilettogotothetoilettoilettogotothetoilettoilettogotothetoilettoilettogotothetoilettoilettogotothetoilettoiletto gt_answers: shower
pred_answer: microwave gt_answers: unknown
pred_answer: left gt_answers: right
pred_answer: door gt_answers: washingmachine
pred_answer: 22 gt_answers: two
pred_answer: rectangular gt_answers: rectangular
pred_answer: clothesdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdry gt_answers: refrigerator
pred_answer: stove gt_answers: stove
pred_answer: washingmachine gt_answers: shower
pred_answer: washingmachine gt_answers: dryingrack
pred_answer: 4 gt_answers: one
pred_answer: chair gt_answers: chair
pred_answer: odd gt_answers: odd
pred_answer: washingmachine gt_answers: chair
pred_answer: microwave gt_answers: cabinet
pred_answer: brown gt_answers: darkbrown
pred_answer: rectangular gt_answers: unknown
pred_answer: radiator gt_answers: waterheater
pred_answer: silver gt_answers: black
pred_answer: thereisasink gt_answers: sign
pred_answer: left gt_answers: left
pred_answer: no gt_answers: no
pred_answer: no gt_answers: no
pred_answer: yes gt_answers: yes
pred_answer: cabinet gt_answers: window
pred_answer: whiteboard gt_answers: projector
pred_answer: right gt_answers: right
pred_answer: thesinkisontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftontheleftonthe gt_answers: right
pred_answer: stove gt_answers: oven
pred_answer: 2 gt_answers: four
pred_answer: rectangular gt_answers: semicircle
pred_answer: oven gt_answers: oven
pred_answer: boxes gt_answers: crate
pred_answer: right gt_answers: right
pred_answer: behind gt_answers: infront
pred_answer: 1 gt_answers: one
pred_answer: counter gt_answers: sign
pred_answer: left gt_answers: right
pred_answer: 1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111 gt_answers: two
pred_answer: boxes gt_answers: two
pred_answer: door gt_answers: cabinet
pred_answer: dryingrack gt_answers: dryingrack
pred_answer: 1 gt_answers: two
pred_answer: chair gt_answers: cabinet
pred_answer: no gt_answers: no
pred_answer: table gt_answers: table
pred_answer: even gt_answers: odd
pred_answer: washingmachine gt_answers: waterheater
pred_answer: no gt_answers: no
pred_answer: left gt_answers: right
pred_answer: 11 gt_answers: four
pred_answer: yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes, gt_answers: yes
pred_answer: 1 gt_answers: one
pred_answer: chair gt_answers: mattress
pred_answer: right gt_answers: left
pred_answer: thecabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinet gt_answers: unknown
pred_answer: left gt_answers: right
pred_answer: right gt_answers: left
pred_answer: kitchencabinets gt_answers: cabinets
pred_answer: whiteboard gt_answers: table
pred_answer: meetingroom gt_answers: unknown
pred_answer: odd gt_answers: even
pred_answer: bottle gt_answers: laundrydetergent
pred_answer: door gt_answers: waterheater
pred_answer: patterned gt_answers: patterned
pred_answer: thereisaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxonaboxon gt_answers: crate
pred_answer: odd gt_answers: even
pred_answer: 11 gt_answers: one
pred_answer: 1 gt_answers: two
pred_answer: window gt_answers: clothes
pred_answer: radiator gt_answers: radiator
pred_answer: 1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111 gt_answers: two
pred_answer: therefrigeratorisclosertotherefrigerator gt_answers: cabinet
pred_answer: chair gt_answers: table
pred_answer: whiteboard gt_answers: window
pred_answer: brown gt_answers: brown
pred_answer: door gt_answers: table
pred_answer: closed gt_answers: open
pred_answer: kitchencabinets gt_answers: kitchencabinets
pred_answer: 11 gt_answers: two
pred_answer: yes gt_answers: no
pred_answer: refrigerator gt_answers: waterheater
pred_answer: 4 gt_answers: nine
pred_answer: washingmachine gt_answers: washingmachine
pred_answer: rectangular gt_answers: semicircle
pred_answer: chair gt_answers: chair
